age,workclass,education,gender,hours-per-week,occupation,income
34, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
52, Private, HS-grad, Male,60, Exec-managerial, >50K
29, Private, HS-grad, Male,40, Prof-specialty, >50K
29, Private, HS-grad, Male,40, Craft-repair, <=50K
25, Local-gov, Some-college, Male,40, Farming-fishing, <=50K
21, Private, Some-college, Female,40, Other-service, <=50K
38, Private, Bachelors, Female,40, Prof-specialty, <=50K
55, Self-emp-not-inc, HS-grad, Male,50, Sales, >50K
61, Self-emp-inc, Bachelors, Female,30, Sales, <=50K
34, Private, Assoc-acdm, Female,60, Adm-clerical, >50K
41, Private, Bachelors, Male,40, Adm-clerical, <=50K
27, Local-gov, Assoc-voc, Male,43, Adm-clerical, <=50K
78, Self-emp-not-inc, Bachelors, Male,20, Exec-managerial, >50K
40, Private, HS-grad, Male,40, Transport-moving, >50K
26, Self-emp-not-inc, 7th-8th, Male,75, Transport-moving, <=50K
43, Private, HS-grad, Male,60, Other-service, <=50K
55, ?, HS-grad, Female,20, ?, <=50K
25, Private, Assoc-voc, Male,40, Tech-support, <=50K
26, Self-emp-not-inc, Some-college, Female,48, Other-service, <=50K
43, Self-emp-inc, HS-grad, Male,68, Sales, >50K
25, Private, Some-college, Male,40, Other-service, <=50K
22, Private, Some-college, Female,30, Adm-clerical, <=50K
52, Self-emp-not-inc, HS-grad, Male,55, Craft-repair, >50K
61, Private, HS-grad, Female,5, Adm-clerical, <=50K
42, Private, Bachelors, Male,40, Sales, <=50K
21, Private, Assoc-voc, Female,40, Adm-clerical, <=50K
44, Private, HS-grad, Male,40, Transport-moving, <=50K
65, Private, HS-grad, Male,40, Craft-repair, <=50K
56, ?, HS-grad, Male,10, ?, <=50K
33, Federal-gov, Assoc-acdm, Male,40, Other-service, <=50K
22, Private, 10th, Female,40, Adm-clerical, <=50K
43, Private, HS-grad, Female,24, Machine-op-inspct, <=50K
45, Self-emp-inc, HS-grad, Male,42, Exec-managerial, <=50K
42, Private, HS-grad, Female,42, Sales, <=50K
37, Private, HS-grad, Male,40, Farming-fishing, <=50K
56, Private, 9th, Male,40, Craft-repair, <=50K
35, ?, 10th, Female,16, ?, <=50K
40, Private, Assoc-acdm, Female,32, Adm-clerical, <=50K
31, Private, Bachelors, Male,55, Sales, <=50K
26, Private, Bachelors, Male,40, Prof-specialty, <=50K
26, State-gov, Bachelors, Male,40, Prof-specialty, <=50K
42, Self-emp-inc, Bachelors, Male,70, Exec-managerial, <=50K
45, Self-emp-not-inc, HS-grad, Male,40, Exec-managerial, <=50K
47, Local-gov, Some-college, Male,50, Prof-specialty, >50K
22, Private, Some-college, Male,40, Machine-op-inspct, <=50K
33, Private, Bachelors, Male,40, Exec-managerial, <=50K
37, Private, HS-grad, Male,50, Transport-moving, <=50K
48, Self-emp-not-inc, HS-grad, Male,98, Farming-fishing, <=50K
57, Self-emp-not-inc, 10th, Male,8, Craft-repair, <=50K
47, Private, Some-college, Female,60, Adm-clerical, <=50K
58, Local-gov, 9th, Male,40, Transport-moving, <=50K
55, Private, 11th, Female,40, Adm-clerical, <=50K
52, Private, Some-college, Male,55, Craft-repair, <=50K
29, Private, Bachelors, Male,40, Prof-specialty, <=50K
42, Private, Masters, Female,40, Prof-specialty, <=50K
23, Private, HS-grad, Male,60, Craft-repair, <=50K
23, Private, 12th, Female,30, Other-service, <=50K
46, Self-emp-not-inc, Assoc-voc, Male,60, Exec-managerial, <=50K
30, Private, Some-college, Male,40, Machine-op-inspct, <=50K
43, Self-emp-not-inc, Bachelors, Female,70, Prof-specialty, >50K
25, Private, Some-college, Female,30, Adm-clerical, <=50K
32, Private, HS-grad, Male,80, Transport-moving, >50K
56, Private, 9th, Male,40, Transport-moving, <=50K
33, Private, HS-grad, Male,43, Transport-moving, <=50K
19, State-gov, Some-college, Male,10, Adm-clerical, <=50K
20, Private, Some-college, Female,18, Sales, <=50K
34, Private, Some-college, Male,40, Adm-clerical, <=50K
34, Private, 9th, Female,40, Other-service, <=50K
55, Self-emp-not-inc, HS-grad, Male,40, Craft-repair, <=50K
55, Private, 9th, Female,23, Tech-support, <=50K
31, Private, Some-college, Male,45, Sales, <=50K
30, Private, HS-grad, Female,40, Other-service, <=50K
31, Private, HS-grad, Male,40, Other-service, <=50K
51, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
59, Private, HS-grad, Male,40, Craft-repair, <=50K
58, Private, HS-grad, Female,36, Adm-clerical, <=50K
40, Private, 9th, Male,40, Handlers-cleaners, <=50K
54, Private, HS-grad, Male,40, Craft-repair, <=50K
25, Local-gov, Bachelors, Male,40, Prof-specialty, >50K
18, Self-emp-inc, 11th, Male,30, Farming-fishing, <=50K
41, Private, Some-college, Male,40, Craft-repair, <=50K
57, Private, 10th, Female,40, Other-service, <=50K
37, Private, HS-grad, Male,40, Exec-managerial, >50K
46, Private, HS-grad, Female,24, Other-service, <=50K
39, Private, HS-grad, Female,38, Other-service, <=50K
19, Private, HS-grad, Female,40, Craft-repair, <=50K
41, Private, Assoc-acdm, Male,40, Machine-op-inspct, <=50K
54, Private, HS-grad, Male,41, Adm-clerical, <=50K
39, Private, Masters, Male,40, Exec-managerial, >50K
41, Private, HS-grad, Male,40, Craft-repair, >50K
26, Private, Prof-school, Female,30, Prof-specialty, <=50K
57, Self-emp-inc, HS-grad, Male,50, Adm-clerical, <=50K
33, Local-gov, Some-college, Male,40, Protective-serv, >50K
56, Private, Some-college, Male,40, Exec-managerial, >50K
60, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
22, Private, HS-grad, Male,70, Transport-moving, <=50K
58, Private, 12th, Male,40, Transport-moving, <=50K
48, Federal-gov, Masters, Female,50, Exec-managerial, >50K
45, Local-gov, Masters, Male,55, Prof-specialty, >50K
18, Private, HS-grad, Female,40, Sales, <=50K
56, Private, HS-grad, Female,40, Other-service, <=50K
48, Self-emp-inc, HS-grad, Male,60, Craft-repair, >50K
40, Private, Bachelors, Female,48, Tech-support, <=50K
38, Private, HS-grad, Male,32, Other-service, <=50K
58, Private, Some-college, Female,40, Adm-clerical, <=50K
23, Private, Some-college, Male,50, Exec-managerial, <=50K
63, Private, Some-college, Male,40, Prof-specialty, <=50K
51, Private, Bachelors, Male,45, Prof-specialty, <=50K
22, ?, 5th-6th, Female,40, ?, <=50K
44, Private, HS-grad, Male,70, Farming-fishing, <=50K
46, Federal-gov, Some-college, Male,40, Tech-support, <=50K
64, State-gov, Bachelors, Male,40, Adm-clerical, <=50K
32, Private, Bachelors, Male,40, Exec-managerial, >50K
31, Private, Some-college, Male,40, Adm-clerical, <=50K
36, Private, Assoc-voc, Male,50, Sales, >50K
21, Private, HS-grad, Female,50, Other-service, <=50K
30, Private, Some-college, Male,40, Craft-repair, <=50K
31, Private, Assoc-voc, Female,40, Other-service, <=50K
54, Private, HS-grad, Male,50, Transport-moving, <=50K
59, Local-gov, 9th, Male,40, Other-service, <=50K
28, Local-gov, Masters, Female,20, Prof-specialty, >50K
57, Private, HS-grad, Female,40, Adm-clerical, <=50K
44, Private, HS-grad, Male,45, Craft-repair, <=50K
53, Self-emp-inc, Some-college, Male,60, Exec-managerial, <=50K
58, Self-emp-not-inc, Some-college, Male,60, Exec-managerial, >50K
19, Private, Some-college, Female,20, Other-service, <=50K
39, Self-emp-inc, Assoc-acdm, Male,50, Exec-managerial, >50K
31, Self-emp-inc, Some-college, Female,70, Exec-managerial, <=50K
27, Private, HS-grad, Male,40, Craft-repair, <=50K
46, Local-gov, 9th, Female,40, Other-service, <=50K
37, Self-emp-not-inc, Masters, Male,40, Exec-managerial, <=50K
27, Private, Bachelors, Female,40, Sales, <=50K
33, Private, Some-college, Male,55, Transport-moving, <=50K
20, Private, Some-college, Male,16, Other-service, <=50K
55, Private, HS-grad, Male,45, Craft-repair, <=50K
39, Private, Assoc-acdm, Female,40, Sales, <=50K
41, Private, HS-grad, Female,40, Other-service, <=50K
30, Private, Bachelors, Female,40, Prof-specialty, <=50K
39, Self-emp-inc, Bachelors, Male,40, Sales, <=50K
28, Private, HS-grad, Female,50, Exec-managerial, <=50K
25, Private, Some-college, Male,24, Sales, <=50K
31, Private, HS-grad, Male,50, Craft-repair, <=50K
51, Private, HS-grad, Male,60, Transport-moving, <=50K
24, Private, Bachelors, Male,40, Adm-clerical, <=50K
70, Private, HS-grad, Female,32, Protective-serv, <=50K
23, Private, Some-college, Male,40, Adm-clerical, <=50K
61, Private, HS-grad, Female,40, Exec-managerial, <=50K
45, Self-emp-not-inc, 7th-8th, Male,55, Exec-managerial, >50K
47, Private, HS-grad, Male,60, Handlers-cleaners, <=50K
56, Private, Some-college, Female,50, Other-service, <=50K
79, Private, Doctorate, Male,35, Prof-specialty, >50K
20, Private, Some-college, Female,15, Adm-clerical, <=50K
30, Private, HS-grad, Male,40, Craft-repair, <=50K
27, Private, Bachelors, Male,25, Sales, <=50K
40, Private, Bachelors, Male,40, Sales, >50K
60, ?, HS-grad, Male,5, ?, <=50K
58, Private, HS-grad, Male,40, Craft-repair, >50K
71, Self-emp-not-inc, Prof-school, Male,2, Farming-fishing, <=50K
50, Private, Prof-school, Male,60, Prof-specialty, >50K
29, Local-gov, Some-college, Male,40, Exec-managerial, <=50K
33, Private, 10th, Female,35, Other-service, <=50K
60, State-gov, HS-grad, Male,40, Protective-serv, >50K
33, Private, Assoc-acdm, Male,50, Adm-clerical, <=50K
43, Private, Bachelors, Female,35, Other-service, >50K
33, Private, 10th, Male,40, Handlers-cleaners, <=50K
33, Private, HS-grad, Female,52, Adm-clerical, <=50K
32, State-gov, HS-grad, Male,45, Protective-serv, <=50K
21, Private, Some-college, Female,9, Other-service, <=50K
38, Private, HS-grad, Female,40, Prof-specialty, <=50K
38, Private, Some-college, Female,35, Adm-clerical, >50K
39, State-gov, Some-college, Female,30, Exec-managerial, <=50K
17, Private, 11th, Female,15, Sales, <=50K
21, Private, Some-college, Male,40, Adm-clerical, <=50K
42, Private, Some-college, Male,20, Tech-support, >50K
42, Private, HS-grad, Female,40, Exec-managerial, >50K
36, Private, 11th, Female,40, Other-service, <=50K
32, Private, Some-college, Female,50, Exec-managerial, >50K
37, Self-emp-not-inc, Bachelors, Male,40, Prof-specialty, >50K
28, Private, Bachelors, Male,40, Sales, <=50K
37, Private, Assoc-voc, Male,40, Craft-repair, <=50K
50, Private, HS-grad, Female,60, Prof-specialty, <=50K
49, Private, 11th, Male,40, Craft-repair, <=50K
40, Private, Masters, Male,40, Exec-managerial, >50K
40, Private, Some-college, Male,40, Other-service, <=50K
49, Private, Some-college, Male,40, Craft-repair, <=50K
35, Federal-gov, Masters, Male,40, Exec-managerial, >50K
33, Local-gov, HS-grad, Male,40, Protective-serv, <=50K
24, Private, HS-grad, Male,40, Craft-repair, <=50K
41, Private, Masters, Female,40, Adm-clerical, <=50K
43, Private, Some-college, Male,40, Tech-support, >50K
36, Self-emp-not-inc, HS-grad, Male,60, Farming-fishing, >50K
84, Self-emp-not-inc, Bachelors, Male,20, Farming-fishing, <=50K
23, Private, HS-grad, Male,40, Sales, <=50K
41, Private, Bachelors, Male,50, Prof-specialty, >50K
55, Self-emp-inc, HS-grad, Male,45, Exec-managerial, >50K
30, Self-emp-not-inc, Some-college, Male,45, Craft-repair, <=50K
46, Private, Assoc-acdm, Male,40, Adm-clerical, <=50K
55, Private, Some-college, Male,40, Exec-managerial, >50K
34, Private, Some-college, Male,40, Adm-clerical, <=50K
54, Self-emp-not-inc, Masters, Male,60, Sales, <=50K
27, Private, Some-college, Male,40, Adm-clerical, <=50K
52, Local-gov, Masters, Female,40, Prof-specialty, >50K
36, Private, Some-college, Female,40, Adm-clerical, >50K
25, Self-emp-not-inc, HS-grad, Male,40, Prof-specialty, <=50K
52, Private, Bachelors, Male,55, Exec-managerial, >50K
24, Private, HS-grad, Female,50, Exec-managerial, <=50K
36, Private, HS-grad, Female,40, Adm-clerical, <=50K
31, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
66, ?, Some-college, Male,20, ?, <=50K
90, Self-emp-not-inc, Bachelors, Male,50, Prof-specialty, <=50K
67, Private, Masters, Male,60, Prof-specialty, >50K
22, Self-emp-inc, 7th-8th, Male,40, Craft-repair, <=50K
47, Private, Some-college, Female,35, Adm-clerical, <=50K
32, Private, Bachelors, Male,55, Exec-managerial, >50K
55, Self-emp-not-inc, 7th-8th, Male,50, Farming-fishing, <=50K
32, Private, HS-grad, Female,35, Handlers-cleaners, <=50K
48, Private, Some-college, Female,40, Adm-clerical, <=50K
21, Private, HS-grad, Male,35, Sales, <=50K
33, Private, Assoc-acdm, Female,40, Prof-specialty, <=50K
27, Private, Some-college, Female,48, Prof-specialty, <=50K
47, Private, Assoc-voc, Female,40, Prof-specialty, <=50K
18, Private, 11th, Female,24, Other-service, <=50K
44, Self-emp-inc, HS-grad, Male,60, Craft-repair, >50K
23, Private, Some-college, Male,37, Craft-repair, <=50K
18, Private, 10th, Female,35, Sales, <=50K
56, Private, HS-grad, Male,50, Exec-managerial, <=50K
24, Private, Bachelors, Male,35, Adm-clerical, <=50K
43, Private, Bachelors, Male,40, Craft-repair, >50K
23, Private, Bachelors, Female,60, Sales, <=50K
26, Private, Some-college, Male,42, Sales, <=50K
42, Private, HS-grad, Male,40, Sales, <=50K
23, Private, HS-grad, Female,40, Adm-clerical, <=50K
53, Self-emp-not-inc, 10th, Male,40, Craft-repair, <=50K
51, Private, HS-grad, Male,55, Exec-managerial, >50K
40, Private, HS-grad, Male,25, Other-service, <=50K
27, Private, Bachelors, Male,50, Prof-specialty, <=50K
24, Local-gov, Some-college, Male,60, Protective-serv, <=50K
42, Private, HS-grad, Female,40, Craft-repair, <=50K
41, Private, HS-grad, Female,40, Adm-clerical, <=50K
23, Private, Some-college, Male,10, Handlers-cleaners, <=50K
42, Self-emp-not-inc, Masters, Male,65, Prof-specialty, <=50K
38, Private, HS-grad, Male,40, Craft-repair, >50K
63, Self-emp-not-inc, 7th-8th, Male,30, Farming-fishing, <=50K
31, Private, HS-grad, Male,40, Craft-repair, <=50K
18, Self-emp-not-inc, 11th, Female,4, Other-service, <=50K
21, Private, Some-college, Male,30, Other-service, <=50K
24, Private, Bachelors, Female,40, Prof-specialty, <=50K
55, Private, Some-college, Male,40, Craft-repair, <=50K
20, Private, 9th, Female,20, Adm-clerical, <=50K
31, Private, Some-college, Female,30, Sales, <=50K
23, Private, Some-college, Female,20, Adm-clerical, <=50K
35, Private, HS-grad, Male,40, Craft-repair, <=50K
51, Self-emp-not-inc, Some-college, Male,60, Sales, <=50K
19, Private, Some-college, Female,30, Protective-serv, <=50K
38, Local-gov, HS-grad, Male,56, Protective-serv, <=50K
52, Local-gov, HS-grad, Male,40, Craft-repair, <=50K
70, Self-emp-not-inc, Prof-school, Male,25, Prof-specialty, <=50K
53, Private, 10th, Male,40, Craft-repair, <=50K
59, Private, Doctorate, Male,40, Exec-managerial, >50K
39, Private, Some-college, Male,43, Transport-moving, <=50K
18, Private, 12th, Female,20, Sales, <=50K
41, ?, HS-grad, Female,30, ?, <=50K
19, ?, Some-college, Male,10, ?, <=50K
24, Private, Some-college, Female,40, Adm-clerical, <=50K
25, Private, HS-grad, Female,38, Adm-clerical, <=50K
32, Private, Some-college, Male,40, Exec-managerial, <=50K
34, Self-emp-not-inc, HS-grad, Male,60, Sales, >50K
35, Private, HS-grad, Female,40, Sales, <=50K
50, Private, HS-grad, Male,45, Adm-clerical, >50K
18, Private, HS-grad, Male,20, Sales, <=50K
37, Private, HS-grad, Male,42, Adm-clerical, <=50K
30, Private, Some-college, Female,36, Other-service, <=50K
40, Self-emp-inc, Masters, Female,30, Exec-managerial, >50K
22, Private, HS-grad, Female,40, Prof-specialty, <=50K
50, Local-gov, Some-college, Female,28, Other-service, <=50K
70, Private, HS-grad, Female,23, Other-service, <=50K
43, Private, Masters, Male,40, Prof-specialty, >50K
77, Self-emp-not-inc, Some-college, Male,40, Craft-repair, <=50K
30, Self-emp-not-inc, HS-grad, Male,40, Craft-repair, <=50K
33, Private, Some-college, Male,39, Machine-op-inspct, <=50K
51, Private, Some-college, Male,50, Sales, >50K
58, State-gov, Masters, Male,50, Prof-specialty, >50K
22, Private, Some-college, Male,12, Adm-clerical, <=50K
33, Private, HS-grad, Male,40, Transport-moving, <=50K
27, Private, 11th, Male,40, Sales, <=50K
35, Private, Some-college, Male,60, Exec-managerial, <=50K
32, Private, Some-college, Female,55, Sales, <=50K
41, Private, Bachelors, Female,25, Tech-support, >50K
37, Private, Some-college, Male,40, Craft-repair, <=50K
17, Private, 11th, Male,15, Sales, <=50K
50, Private, Bachelors, Male,55, Exec-managerial, >50K
31, ?, HS-grad, Male,40, ?, <=50K
54, State-gov, HS-grad, Female,38, Exec-managerial, <=50K
23, State-gov, HS-grad, Male,40, Other-service, <=50K
40, Private, Bachelors, Female,20, Adm-clerical, <=50K
29, Private, Bachelors, Male,40, Prof-specialty, <=50K
38, Private, HS-grad, Male,35, Other-service, <=50K
30, Private, Assoc-voc, Male,55, Exec-managerial, <=50K
20, Private, Some-college, Male,8, Sales, <=50K
43, Self-emp-not-inc, Some-college, Male,50, Farming-fishing, <=50K
25, Private, Some-college, Male,25, Tech-support, <=50K
39, Private, Masters, Male,50, Sales, >50K
48, Private, Assoc-acdm, Male,50, Prof-specialty, >50K
41, Self-emp-not-inc, HS-grad, Female,40, Other-service, <=50K
24, Private, Bachelors, Male,30, Adm-clerical, <=50K
20, Private, Some-college, Male,40, Adm-clerical, <=50K
25, Private, Some-college, Female,40, Adm-clerical, <=50K
57, Private, Some-college, Male,40, Craft-repair, >50K
39, Private, Some-college, Female,35, Exec-managerial, >50K
66, Private, Bachelors, Male,40, Prof-specialty, >50K
34, Private, Some-college, Female,40, Adm-clerical, <=50K
36, Private, Bachelors, Male,40, Prof-specialty, >50K
46, Private, HS-grad, Female,40, Sales, <=50K
42, Local-gov, Masters, Female,45, Prof-specialty, <=50K
46, Private, HS-grad, Male,70, Transport-moving, >50K
34, Local-gov, HS-grad, Male,40, Protective-serv, <=50K
43, Private, Some-college, Female,40, Tech-support, <=50K
42, Private, Some-college, Female,40, Exec-managerial, <=50K
31, Private, Bachelors, Male,48, Sales, <=50K
70, ?, Some-college, Male,30, ?, <=50K
32, Private, Some-college, Male,40, Exec-managerial, <=50K
46, Federal-gov, HS-grad, Male,40, Adm-clerical, >50K
42, Self-emp-inc, 7th-8th, Male,25, Craft-repair, <=50K
21, Private, Assoc-voc, Male,40, Exec-managerial, <=50K
24, Private, Bachelors, Female,40, Sales, <=50K
23, Private, HS-grad, Male,55, Sales, <=50K
50, Local-gov, Masters, Male,40, Prof-specialty, >50K
37, Private, Some-college, Female,45, Adm-clerical, <=50K
19, ?, 11th, Female,30, ?, <=50K
44, Federal-gov, Assoc-acdm, Male,40, Craft-repair, >50K
29, Private, HS-grad, Male,40, Transport-moving, <=50K
30, Private, Assoc-voc, Female,24, Adm-clerical, <=50K
36, Private, Some-college, Male,44, Sales, <=50K
49, Self-emp-not-inc, Bachelors, Male,45, Sales, <=50K
29, Private, HS-grad, Male,40, Craft-repair, <=50K
45, Local-gov, HS-grad, Female,40, Adm-clerical, <=50K
75, State-gov, Doctorate, Male,20, Prof-specialty, >50K
42, Private, HS-grad, Female,40, Priv-house-serv, <=50K
37, Private, Assoc-acdm, Female,40, Exec-managerial, <=50K
51, Private, Bachelors, Male,25, Machine-op-inspct, <=50K
61, Local-gov, HS-grad, Male,48, Farming-fishing, <=50K
